"Album","RowID","Track","TrackID","RateCount","Path","ELO","Artist"
"Acoustic","4099","Times Like These","45578","0","D:\Music\Music\Foo Fighters\Acoustic\Times Like These.m4a","1600","Foo Fighters"
"Five Songs and A Cover","4100","Skin and Bones","45579","0","D:\Music\Music\Foo Fighters\Five Songs and A Cover\03 Skin and Bones.m4a","1600","Foo Fighters"
"Five Songs and A Cover","4101","World","45580","0","D:\Music\Music\Foo Fighters\Five Songs and A Cover\04 World.m4a","1600","Foo Fighters"
"Five Songs and A Cover","4102","FFL","45581","0","D:\Music\Music\Foo Fighters\Five Songs and A Cover\06 FFL.m4a","1600","Foo Fighters"
"In Your Honor","4103","Razor","45582","0","D:\Music\Music\Foo Fighters\In Your Honor\2-10 Razor.m4a","1600","Foo Fighters"
"The Late Late Show","4104","My Hero","45583","0","D:\Music\Music\Foo Fighters\The Late Late Show\01 My Hero.m4a","1600","Foo Fighters"
"A Man's Not A Camel","4105","Writing's On The Wall","45584","0","D:\Music\Music\Frenzal Rhomb\A Man's Not A Camel\14 Writing's On The Wall.m4a","1600","Frenzal Rhomb"
"Meet the Family","4106","Mum Changed The Locks","45585","0","D:\Music\Music\Frenzal Rhomb\Meet the Family\01 Mum Changed The Locks.m4a","1600","Frenzal Rhomb"
"Sans Souci","4107","Bucket Bong","45586","0","D:\Music\Music\Frenzal Rhomb\Sans Souci\10 Bucket Bong.m4a","1600","Frenzal Rhomb"
"Triple J Hottest 100, Vol. 08","4108","I Love You But...","45587","0","D:\Music\Music\Compilations\Triple J Hottest 100, Vol. 08\1-12 I Love You But....m4a","1600","Friendly"
"Triple J Hottest 100, Vol. 04","4109","Milk","45588","0","D:\Music\Music\Compilations\Triple J Hottest 100, Vol. 04\2-06 Milk.m4a","1600","Garbage"
"Glitter","4110","Rock And Roll (Parts 1 & 2)","45589","0","D:\Music\Music\Gary Glitter\Glitter\Rock And Roll (Parts 1 & 2).m4a","1600","Gary Glitter"
"Triple J Hottest 100, Vol. 08","4111","Bastard Son","45590","0","D:\Music\Music\Compilations\Triple J Hottest 100, Vol. 08\2-16 Bastard Son.m4a","1600","George"
"St. Elsewhere","4112","Crazy","45591","0","D:\Music\Music\Gnarls Barkley\St. Elsewhere\02 Crazy.m4a","1600","Gnarls Barkley"
"Foot In Mouth Disease","4113","Give Up The Grudge","45592","0","D:\Music\Music\Gob\Foot In Mouth Disease\10 Give Up The Grudge.m4a","1600","Gob"
"Anthem","4114","If You Leave","45593","0","D:\Music\Music\Good Charlotte\Anthem\10 If You Leave.m4a","1600","Good Charlotte"
"Mallrats","4115","Build Me Up Buttercup","45594","0","D:\Music\Music\Various Artists\Mallrats\19 Build Me Up Buttercup.m4a","1600","The Goops"
"Jackie Brown","4116","Midnight Confessions","45595","0","D:\Music\Music\Various Artists\Jackie Brown\13 Midnight Confessions.m4a","1600","The Grass Roots"
"American Idiot","4117","Are We The Waiting","45596","0","D:\Music\Music\Green Day\American Idiot\05 Are We The Waiting.m4a","1600","Green Day"
"American Idiot","4118","St. Jimmy","45597","0","D:\Music\Music\Green Day\American Idiot\06 St. Jimmy.m4a","1600","Green Day"
"American Idiot","4119","Give Me Novacaine","45598","0","D:\Music\Music\Green Day\American Idiot\07 Give Me Novacaine.m4a","1600","Green Day"
"American Idiot","4120","She's A Rebel","45599","0","D:\Music\Music\Green Day\American Idiot\08 She's A Rebel.m4a","1600","Green Day"
"American Idiot","4121","Extraordinary Girl","45600","0","D:\Music\Music\Green Day\American Idiot\09 Extraordinary Girl.m4a","1600","Green Day"
"American Idiot","4122","Letterbomb","45601","0","D:\Music\Music\Green Day\American Idiot\10 Letterbomb.m4a","1600","Green Day"
"Godzilla","4123","Brain Stew (The Godzilla Remix)","45602","0","D:\Music\Music\Various Artists\Godzilla\10 Brain Stew (The Godzilla Remix).m4a","1600","Green Day"
"International Superhits!","4124","Poprocks & Coke","45603","0","D:\Music\Music\Green Day\International Superhits!\02 Poprocks & Coke.m4a","1600","Green Day"
"Live In Buenos Aires","4125","Brain Stew","45604","0","D:\Music\Music\Green Day\Live In Buenos Aires\10 Brain Stew.m4a","1600","Green Day"
"Live In Buenos Aires","4126","She","45605","0","D:\Music\Music\Green Day\Live In Buenos Aires\14 She.m4a","1600","Green Day"
"[Live]","4127","We Are The Champions","45606","0","D:\Music\Music\Green Day\[Live]\We Are The Champions.m4a","1600","Green Day"
"Nimrod","4128","Do Da Da","45607","0","D:\Music\Music\Green Day\Nimrod\20 Do Da Da.m4a","1600","Green Day"
"Shenanigans","4129","I Want To Be On TV","45608","0","D:\Music\Music\Green Day\Shenanigans\07 I Want To Be On TV.m4a","1600","Green Day"
"Shenanigans Unmastered","4130","DUI","45609","0","D:\Music\Music\Green Day\Shenanigans Unmastered\DUI.m4a","1600","Green Day"
"Short Music For Short People","4131","The Ballad Of Wilhelm Fink","45610","0","D:\Music\Music\Various Artists\Short Music For Short People\28 The Ballad Of Wilhelm Fink.m4a","1600","Green Day"
"Warning!","4132","Brat","45611","0","D:\Music\Music\Green Day\Warning!\13 Brat.m4a","1600","Green Day"
"Warning!","4133","86","45612","0","D:\Music\Music\Green Day\Warning!\14 86.m4a","1600","Green Day"
"1,039/Smoothed Out Slappy Hours","4134","Green Day","45613","0","D:\Music\Music\Green Day\1,039_Smoothed Out Slappy Hours\05 Green Day.m4a","1600","Green Day"
"1,039/Smoothed Out Slappy Hours","4135","Dry Ice","45614","0","D:\Music\Music\Green Day\1,039_Smoothed Out Slappy Hours\16 Dry Ice.m4a","1600","Green Day"
"1,039/Smoothed Out Slappy Hours","4136","Only Of You","45615","0","D:\Music\Music\Green Day\1,039_Smoothed Out Slappy Hours\17 Only Of You.m4a","1600","Green Day"
"1,039/Smoothed Out Slappy Hours","4137","The One I Want","45616","0","D:\Music\Music\Green Day\1,039_Smoothed Out Slappy Hours\18 The One I Want.m4a","1600","Green Day"
"Favourite Christmas Songs","4138","I Believe in Father Christmas","45617","0","D:\Music\Music\Compilations\Favourite Christmas Songs\2-10 I Believe in Father Christmas.m4a","1600","Greg Lake"
"Winning","4139","Winning [feat. Charlie Sheen]","45618","0","D:\Music\Music\The Gregory Brothers\Winning\01 Winning [feat. Charlie Sheen].m4a","1600","The Gregory Brothers"
"Easy","4140","Overdriver","45619","0","D:\Music\Music\Grinspoon\Easy\08 Overdriver.m4a","1600","Grinspoon"
"Triple J Hottest 100, Vol. 07","4141","Ready 1","45620","0","D:\Music\Music\Compilations\Triple J Hottest 100, Vol. 07\2-07 Ready 1.m4a","1600","Grinspoon"
"Triple J Hottest 100, Vol. 08","4142","I See You Baby","45621","0","D:\Music\Music\Compilations\Triple J Hottest 100, Vol. 08\2-18 I See You Baby.m4a","1600","Groove Armada"
"Triple J Hottest 100, Vol. 08","4143","One More Time (The Sunshine Song)","45622","0","D:\Music\Music\Compilations\Triple J Hottest 100, Vol. 08\1-19 One More Time (The Sunshine Son.m4a","1600","Groove Terminator"
"Triple J Hottest 100, Vol. 06","4144","Don't You Know Who I Am","45623","0","D:\Music\Music\Compilations\Triple J Hottest 100, Vol. 06\2-03 Don't You Know Who I Am.m4a","1600","Happyland"
"Metal Gear Solid 4: Guns of the Patriots","4145","Old Snake","45624","0","D:\Music\Music\Harry Gregson-Williams\Metal Gear Solid 4_ Guns of the Patriots\01 Old Snake.m4a","1600","Harry Gregson-Williams"
"Metal Gear Solid 4: Guns of the Patriots","4146","Love Theme","45625","0","D:\Music\Music\Harry Gregson-Williams\Metal Gear Solid 4_ Guns of the Patriots\02 Love Theme.m4a","1600","Harry Gregson-Williams"
"Metal Gear Solid 4: Guns of the Patriots","4147","Gekko","45626","0","D:\Music\Music\Harry Gregson-Williams\Metal Gear Solid 4_ Guns of the Patriots\03 Gekko.m4a","1600","Harry Gregson-Williams"
"Metal Gear Solid 4: Guns of the Patriots","4148","BB Corps","45627","0","D:\Music\Music\Harry Gregson-Williams\Metal Gear Solid 4_ Guns of the Patriots\04 BB Corps.m4a","1600","Harry Gregson-Williams"
"Metal Gear Solid 4: Guns of the Patriots","4149","Endless Pain","45628","0","D:\Music\Music\Harry Gregson-Williams\Metal Gear Solid 4_ Guns of the Patriots\05 Endless Pain.m4a","1600","Harry Gregson-Williams"
"Metal Gear Solid 4: Guns of the Patriots","4150","Breakthrough","45629","0","D:\Music\Music\Harry Gregson-Williams\Metal Gear Solid 4_ Guns of the Patriots\06 Breakthrough.m4a","1600","Harry Gregson-Williams"
"Metal Gear Solid 4: Guns of the Patriots","4151","White Blood","45630","0","D:\Music\Music\Harry Gregson-Williams\Metal Gear Solid 4_ Guns of the Patriots\07 White Blood.m4a","1600","Harry Gregson-Williams"
"Metal Gear Solid 4: Guns of the Patriots","4152","Midnight Shadow","45631","0","D:\Music\Music\Harry Gregson-Williams\Metal Gear Solid 4_ Guns of the Patriots\08 Midnight Shadow.m4a","1600","Harry Gregson-Williams"
"Metal Gear Solid 4: Guns of the Patriots","4153","Desperate Chase","45632","0","D:\Music\Music\Harry Gregson-Williams\Metal Gear Solid 4_ Guns of the Patriots\09 Desperate Chase.m4a","1600","Harry Gregson-Williams"
"Metal Gear Solid 4: Guns of the Patriots","4154","Guns of the Patriots","45633","0","D:\Music\Music\Harry Gregson-Williams\Metal Gear Solid 4_ Guns of the Patriots\10 Guns of the Patriots.m4a","1600","Harry Gregson-Williams"
"Metal Gear Solid 4: Guns of the Patriots","4155","Mobs Alive","45634","0","D:\Music\Music\Harry Gregson-Williams\Metal Gear Solid 4_ Guns of the Patriots\11 Mobs Alive.m4a","1600","Harry Gregson-Williams"
"Metal Gear Solid 4: Guns of the Patriots","4156","Next-Gen Control","45635","0","D:\Music\Music\Harry Gregson-Williams\Metal Gear Solid 4_ Guns of the Patriots\12 Next-Gen Control.m4a","1600","Harry Gregson-Williams"
"Metal Gear Solid 4: Guns of the Patriots","4157","Sorrow","45636","0","D:\Music\Music\Harry Gregson-Williams\Metal Gear Solid 4_ Guns of the Patriots\13 Sorrow.m4a","1600","Harry Gregson-Williams"
"Metal Gear Solid 4: Guns of the Patriots","4158","Father and Son","45637","0","D:\Music\Music\Harry Gregson-Williams\Metal Gear Solid 4_ Guns of the Patriots\14 Father and Son.m4a","1600","Harry Gregson-Williams"
"Metal Gear Solid 4: Guns of the Patriots","4159","Metal Gear Saga","45638","0","D:\Music\Music\Harry Gregson-Williams\Metal Gear Solid 4_ Guns of the Patriots\15 Metal Gear Saga.m4a","1600","Harry Gregson-Williams"
"Metal Gear Solid 4: Guns of the Patriots","4160","Here's to You","45639","0","D:\Music\Music\Harry Gregson-Williams\Metal Gear Solid 4_ Guns of the Patriots\16 Here's to You.m4a","1600","Harry Gregson-Williams"
"Bowlin' Shane","4161","Bowlin' Shane","45640","0","D:\Music\Music\Haskel Daniel V Sideshow\Bowlin' Shane\Bowlin' Shane.m4a","1600","Haskel Daniel V Sideshow"
"Triple J Hottest 100, Vol. 01","4162","Juice","45641","0","D:\Music\Music\Compilations\Triple J Hottest 100, Vol. 01\2-11 Juice.m4a","1600","Headless Chickens"
"The Calling","4163","Dumb Enough?","45642","0","D:\Music\Music\Hilltop Hoods\The Calling\04 Dumb Enough_.m4a","1600","Hilltop Hoods"
"Drinking from the Sun","4164","The Thirst, Pt. 1","45643","0","D:\Music\Music\Hilltop Hoods\Drinking from the Sun\01 The Thirst, Pt. 1.m4a","1100","Hilltop Hoods"
"The Hard Road","4165","What a Great Night","45644","0","D:\Music\Music\Hilltop Hoods\The Hard Road\07 What a Great Night.m4a","1600","Hilltop Hoods"
"The Hard Road Restrung","4166","What A Great Night","45645","0","D:\Music\Music\Hilltop Hoods\The Hard Road Restrung\08 What A Great Night.m4a","1600","Hilltop Hoods"
"Left Foot, Right Foot","4167","When I'm","45646","0","D:\Music\Music\Hilltop Hoods\Left Foot, Right Foot\07 When I'm.m4a","1600","Hilltop Hoods"
"Left Foot, Right Foot","4168","Don't Stop","45647","0","D:\Music\Music\Hilltop Hoods\Left Foot, Right Foot\11 Don't Stop.m4a","1600","Hilltop Hoods"
"Left Foot, Right Foot","4169","Elevation (Remix)","45648","0","D:\Music\Music\Hilltop Hoods\Left Foot, Right Foot\12 Elevation (Remix).m4a","1600","Hilltop Hoods"
"Left Foot, Right Foot","4170","Tolerance Levels","45649","0","D:\Music\Music\Hilltop Hoods\Left Foot, Right Foot\15 Tolerance Levels.m4a","1600","Hilltop Hoods"
"Simpsons","4171","Spanish Flea","45650","0","D:\Music\Music\Homer Simpson\Simpsons\Spanish Flea.m4a","1600","Homer Simpson"
"Cry-Baby","4172","High School Hellcats","45651","0","D:\Music\Music\Various Artists\Cry-Baby\10 High School Hellcats.m4a","1600","The Honey Sisters"
"Magnum Cum Louder","4173","Come Anytime","45652","0","D:\Music\Music\Hoodoo Gurus\Magnum Cum Louder\17 Come Anytime.m4a","1600","Hoodoo Gurus"
"That's My Team","4174","That's My Team [NRL]","45653","0","D:\Music\Music\Hoodoo Gurus\That's My Team\That's My Team [NRL].m4a","1600","Hoodoo Gurus"
"Hot Action Cop","4175","Goin' Down On It","45654","0","D:\Music\Music\Hot Action Cop\Hot Action Cop\02 Goin' Down On It.m4a","1600","Hot Action Cop"
"Nutbag EP","4176","Handjob","45655","0","D:\Music\Music\Hot Action Cop\Nutbag EP\04 Handjob.m4a","1600","Hot Action Cop"
"Back To The Future","4177","Back In Time","45656","0","D:\Music\Music\Various Artists\Back To The Future\05 Back In Time.m4a","1600","Huey Lewis & The News"
"Encino Man","4178","Feed the Monkey","45657","0","D:\Music\Music\Various Artists\Encino Man\07 Feed the Monkey.m4a","1600","Infectious Grooves"
"The Plague That Makes Your Booty Move... It's The Infectious Grooves","4179","Punk It Up","45658","0","D:\Music\Music\Infectious Grooves\The Plague That Makes Your Booty Move.._\01 Punk It Up.m4a","1600","Infectious Grooves"
"The Plague That Makes Your Booty Move... It's The Infectious Grooves","4180","I Look Funny?","45659","0","D:\Music\Music\Infectious Grooves\The Plague That Makes Your Booty Move.._\03 I Look Funny_.m4a","1600","Infectious Grooves"
"The Plague That Makes Your Booty Move... It's The Infectious Grooves","4181","Stop Funk'n With My Head","45660","0","D:\Music\Music\Infectious Grooves\The Plague That Makes Your Booty Move.._\04 Stop Funk'n With My Head.m4a","1600","Infectious Grooves"
"The Plague That Makes Your Booty Move... It's The Infectious Grooves","4182","I'm Gonna Be My King","45661","0","D:\Music\Music\Infectious Grooves\The Plague That Makes Your Booty Move.._\05 I'm Gonna Be My King.m4a","1600","Infectious Grooves"
"The Plague That Makes Your Booty Move... It's The Infectious Grooves","4183","Closed Session","45662","0","D:\Music\Music\Infectious Grooves\The Plague That Makes Your Booty Move.._\06 Closed Session.m4a","1600","Infectious Grooves"
"The Plague That Makes Your Booty Move... It's The Infectious Grooves","4184","Infectious Grooves","45663","0","D:\Music\Music\Infectious Grooves\The Plague That Makes Your Booty Move.._\07 Infectious Grooves.m4a","1600","Infectious Grooves"
"The Plague That Makes Your Booty Move... It's The Infectious Grooves","4185","Infectious Blues","45664","0","D:\Music\Music\Infectious Grooves\The Plague That Makes Your Booty Move.._\08 Infectious Blues.m4a","1600","Infectious Grooves"
"The Plague That Makes Your Booty Move... It's The Infectious Grooves","4186","Monster Skank","45665","0","D:\Music\Music\Infectious Grooves\The Plague That Makes Your Booty Move.._\09 Monster Skank.m4a","1600","Infectious Grooves"
"The Plague That Makes Your Booty Move... It's The Infectious Grooves","4187","Back To The People","45666","0","D:\Music\Music\Infectious Grooves\The Plague That Makes Your Booty Move.._\10 Back To The People.m4a","1600","Infectious Grooves"
"The Plague That Makes Your Booty Move... It's The Infectious Grooves","4188","Turn Your Head","45667","0","D:\Music\Music\Infectious Grooves\The Plague That Makes Your Booty Move.._\11 Turn Your Head.m4a","1600","Infectious Grooves"
"The Plague That Makes Your Booty Move... It's The Infectious Grooves","4189","You Lie...And Yo Breath Stank","45668","0","D:\Music\Music\Infectious Grooves\The Plague That Makes Your Booty Move.._\12 You Lie...And Yo Breath Stank.m4a","1600","Infectious Grooves"
"The Plague That Makes Your Booty Move... It's The Infectious Grooves","4190","Mandatory Love Song","45669","0","D:\Music\Music\Infectious Grooves\The Plague That Makes Your Booty Move.._\14 Mandatory Love Song.m4a","1600","Infectious Grooves"
"The Plague That Makes Your Booty Move... It's The Infectious Grooves","4191","Infecto Groovalistic","45670","0","D:\Music\Music\Infectious Grooves\The Plague That Makes Your Booty Move.._\15 Infecto Groovalistic.m4a","1600","Infectious Grooves"
"The Plague That Makes Your Booty Move... It's The Infectious Grooves","4192","Thanx But No Thanx","45671","0","D:\Music\Music\Infectious Grooves\The Plague That Makes Your Booty Move.._\16 Thanx But No Thanx.m4a","1600","Infectious Grooves"
"The Lost Boys","4193","Good Times","45672","0","D:\Music\Music\Various Artists\The Lost Boys\01 Good Times.m4a","1600","INXS & Jimmy Barnes"
"High Fidelity","4194","Let's Get It On","45673","0","D:\Music\Music\Various Artists\High Fidelity\11 Let's Get It On.m4a","1600","Jack Black"
"[Live]","4195","King Kong","45674","0","D:\Music\Music\Jack Black\[Live]\King Kong.m4a","1600","Jack Black"
"Run Ronnie Run","4196","A Kick In The Cunt","45675","0","D:\Music\Music\Jack Black\Run Ronnie Run\A Kick In The Cunt.m4a","1600","Jack Black"
"The September Sessions","4197","Pirate Looks At 40","45676","0","D:\Music\Music\Jack Johnson\The September Sessions\23 Pirate Looks At 40.m4a","1600","Jack Johnson"
"Sing-A-Longs & Lullabies for the Film Curious George","4198","Upside Down","45677","0","D:\Music\Music\Jack Johnson\Sing-A-Longs & Lullabies for the Film Cu\01 Upside Down.m4a","1600","Jack Johnson"
"Sleep Through The Static","4199","Monsoon","45678","0","D:\Music\Music\Jack Johnson\Sleep Through The Static\13 Monsoon.m4a","1600","Jack Johnson"
"Cry-Baby","4200","King Cry-Baby","45679","0","D:\Music\Music\Various Artists\Cry-Baby\01 King Cry-Baby.m4a","1600","James Intveld"
"Cry-Baby","4201","Doin' Time For Bein' Young","45680","0","D:\Music\Music\Various Artists\Cry-Baby\03 Doin' Time For Bein' Young.m4a","1600","James Intveld"
"Triple J Hottest 100, Vol. 04","4202","Virtual Insanity","45681","0","D:\Music\Music\Compilations\Triple J Hottest 100, Vol. 04\2-04 Virtual Insanity.m4a","1600","Jamiroquai"
"Indie Anthems","4203","Been Caught Stealing","45682","0","D:\Music\Music\Compilations\Indie Anthems\2-11 Been Caught Stealing.m4a","1600","Jane's Addiction"
"Indie Anthems","4204","Teflon","45683","0","D:\Music\Music\Compilations\Indie Anthems\1-12 Teflon.m4a","1600","Jebediah"
"Triple J Hottest 100, Vol. 05","4205","Leaving Home","45684","0","D:\Music\Music\Compilations\Triple J Hottest 100, Vol. 05\1-07 Leaving Home.m4a","1600","Jebediah"
"Get Born","4206","Are You Gonna Be My Girl","45685","0","D:\Music\Music\Jet\Get Born\Are You Gonna Be My Girl.m4a","1600","Jet"
"Experience Hendrix: The Best Of Jimi Hendrix","4207","Bold As Love","45686","0","D:\Music\Music\Jimi Hendrix\Experience Hendrix_ The Best Of Jimi Hen\12 Bold As Love.m4a","1600","Jimi Hendrix"
"Jimi Plays Monterey","4208","Like A Rolling Stone","45687","0","D:\Music\Music\Jimi Hendrix\Jimi Plays Monterey\03 Like A Rolling Stone.m4a","1600","Jimi Hendrix"
"The Ultimate Experience","4209","The Wind Cries Mary","45688","0","D:\Music\Music\Jimi Hendrix\The Ultimate Experience\04 The Wind Cries Mary.m4a","1600","Jimi Hendrix"
"The Ultimate Experience","4210","Angel","45689","0","D:\Music\Music\Jimi Hendrix\The Ultimate Experience\05 Angel.m4a","1600","Jimi Hendrix"
"The Ultimate Experience","4211","Foxy Lady","45690","0","D:\Music\Music\Jimi Hendrix\The Ultimate Experience\07 Foxy Lady.m4a","1600","Jimi Hendrix"
"The Ultimate Experience","4212","Crosstown Traffic","45691","0","D:\Music\Music\Jimi Hendrix\The Ultimate Experience\10 Crosstown Traffic.m4a","1600","Jimi Hendrix"
"The Ultimate Experience","4213","Castles Made Of Sand","45692","0","D:\Music\Music\Jimi Hendrix\The Ultimate Experience\11 Castles Made Of Sand.m4a","1600","Jimi Hendrix"
"The Ultimate Experience","4214","Long Hot Summer Night","45693","0","D:\Music\Music\Jimi Hendrix\The Ultimate Experience\12 Long Hot Summer Night.m4a","1600","Jimi Hendrix"
"The Ultimate Experience","4215","Red House","45694","0","D:\Music\Music\Jimi Hendrix\The Ultimate Experience\13 Red House.m4a","1600","Jimi Hendrix"
"The Ultimate Experience","4216","Little Wing","45695","0","D:\Music\Music\Jimi Hendrix\The Ultimate Experience\16 Little Wing.m4a","1600","Jimi Hendrix"
"The Ultimate Experience","4217","Fire","45696","0","D:\Music\Music\Jimi Hendrix\The Ultimate Experience\17 Fire.m4a","1600","Jimi Hendrix"
"The Ultimate Experience","4218","Wait Until Tomorrow","45697","0","D:\Music\Music\Jimi Hendrix\The Ultimate Experience\18 Wait Until Tomorrow.m4a","1600","Jimi Hendrix"
"The Ultimate Experience","4219","The Star Spangled Banner","45698","0","D:\Music\Music\Jimi Hendrix\The Ultimate Experience\19 The Star Spangled Banner.m4a","1600","Jimi Hendrix"
"The Ultimate Experience","4220","Wild Thing","45699","0","D:\Music\Music\Jimi Hendrix\The Ultimate Experience\20 Wild Thing.m4a","1600","Jimi Hendrix"
"Banana Wind","4221","School Boy Heart","45700","0","D:\Music\Music\Jimmy Buffett\Banana Wind\03 School Boy Heart.m4a","1600","Jimmy Buffett"
"Banana Wind","4222","Bob Robert's Society Band","45701","0","D:\Music\Music\Jimmy Buffett\Banana Wind\06 Bob Robert's Society Band.m4a","1600","Jimmy Buffett"
"Barometer Soup","4223","Barefoot Children","45702","0","D:\Music\Music\Jimmy Buffett\Barometer Soup\02 Barefoot Children.m4a","1600","Jimmy Buffett"
"Coconut Telegraph","4224","Coconut Telegraph","45703","0","D:\Music\Music\Jimmy Buffett\Coconut Telegraph\01 Coconut Telegraph.m4a","1600","Jimmy Buffett"
"Coconut Telegraph","4225","Incommunicado","45704","0","D:\Music\Music\Jimmy Buffett\Coconut Telegraph\02 Incommunicado.m4a","1600","Jimmy Buffett"
"Coconut Telegraph","4226","It's My Job","45705","0","D:\Music\Music\Jimmy Buffett\Coconut Telegraph\03 It's My Job.m4a","1600","Jimmy Buffett"
"Coconut Telegraph","4227","Growing Older But Not Up","45706","0","D:\Music\Music\Jimmy Buffett\Coconut Telegraph\04 Growing Older But Not Up.m4a","1600","Jimmy Buffett"
"Coconut Telegraph","4228","The Good Fight","45707","0","D:\Music\Music\Jimmy Buffett\Coconut Telegraph\05 The Good Fight.m4a","1600","Jimmy Buffett"
"Coconut Telegraph","4229","The Weather Is Here, Wish You Were Beautiful","45708","0","D:\Music\Music\Jimmy Buffett\Coconut Telegraph\06 The Weather Is Here, Wish You Wer.m4a","1600","Jimmy Buffett"
"Favourite Christmas Songs","4230","Christmas Island","45709","0","D:\Music\Music\Compilations\Favourite Christmas Songs\1-04 Christmas Island.m4a","1600","Jimmy Buffett"
"Favourite Christmas Songs","4231","Up On The Housetop","45710","0","D:\Music\Music\Compilations\Favourite Christmas Songs\4-04 Up On The Housetop.m4a","1600","Jimmy Buffett"
"Feeding Frenzy","4232","Last Mango In Paris","45711","0","D:\Music\Music\Jimmy Buffett\Feeding Frenzy\03 Last Mango In Paris.m4a","1600","Jimmy Buffett"
"Feeding Frenzy [Live]","4233","A Love Song (From A Different Point Of View)","45712","0","D:\Music\Music\Jimmy Buffett\Feeding Frenzy [Live]\06 A Love Song (From A Different Poi.m4a","1600","Jimmy Buffett"
"Feeding Frenzy [Live]","4234","A Pirate Looks At Forty","45713","0","D:\Music\Music\Jimmy Buffett\Feeding Frenzy [Live]\10 A Pirate Looks At Forty.m4a","1600","Jimmy Buffett"
"Feeding Frenzy [Live]","4235","Gypsies In The Palace","45714","0","D:\Music\Music\Jimmy Buffett\Feeding Frenzy [Live]\12 Gypsies In The Palace.m4a","1600","Jimmy Buffett"
"Feeding Frenzy [Live]","4236","Margaritaville","45715","0","D:\Music\Music\Jimmy Buffett\Feeding Frenzy [Live]\14 Margaritaville.m4a","1600","Jimmy Buffett"
"Feeding Frenzy [Live]","4237","Volcano","45716","0","D:\Music\Music\Jimmy Buffett\Feeding Frenzy [Live]\16 Volcano.m4a","1600","Jimmy Buffett"
"Fruitcakes","4238","Fruitcakes","45717","0","D:\Music\Music\Jimmy Buffett\Fruitcakes\06 Fruitcakes.m4a","1600","Jimmy Buffett"
"Havana Daydreamin'","4239","Havana Daydreamin'","45718","0","D:\Music\Music\Jimmy Buffett\Havana Daydreamin'\06 Havana Daydreamin'.m4a","1600","Jimmy Buffett"
"Living and Dying in 34 Time","4240","God's Own Drunk","45719","0","D:\Music\Music\Jimmy Buffett\Living and Dying in 34 Time\11 God's Own Drunk.m4a","1600","Jimmy Buffett"
"Meet Me In Margaritaville: The Ultimate Collection","4241","Holiday","45720","0","D:\Music\Music\Jimmy Buffett\Meet Me In Margaritaville_ The Ultimate\1-04 Holiday.m4a","1600","Jimmy Buffett"
"Meet Me In Margaritaville: The Ultimate Collection","4242","The Pascagoula Run","45721","0","D:\Music\Music\Jimmy Buffett\Meet Me In Margaritaville_ The Ultimate\1-10 The Pascagoula Run.m4a","1600","Jimmy Buffett"
"Meet Me In Margaritaville: The Ultimate Collection","4243","Another Saturday Night","45722","0","D:\Music\Music\Jimmy Buffett\Meet Me In Margaritaville_ The Ultimate\12 Another Saturday Night.m4a","1600","Jimmy Buffett"
"Meet Me In Margaritaville: The Ultimate Collection","4244","Everybody's Talkin'","45723","0","D:\Music\Music\Jimmy Buffett\Meet Me In Margaritaville_ The Ultimate\2-02 Everybody's Talkin'.m4a","1600","Jimmy Buffett"
"Meet Me In Margaritaville: The Ultimate Collection","4245","Son Of A Son Of A Sailor","45724","0","D:\Music\Music\Jimmy Buffett\Meet Me In Margaritaville_ The Ultimate\2-04 Son Of A Son Of A Sailor.m4a","1600","Jimmy Buffett"
"Meet Me In Margaritaville: The Ultimate Collection","4246","Knees Of My Heart","45725","0","D:\Music\Music\Jimmy Buffett\Meet Me In Margaritaville_ The Ultimate\2-06 Knees Of My Heart.m4a","1600","Jimmy Buffett"
"Meet Me In Margaritaville: The Ultimate Collection","4247","In The Shelter","45726","0","D:\Music\Music\Jimmy Buffett\Meet Me In Margaritaville_ The Ultimate\2-07 In The Shelter.m4a","1600","Jimmy Buffett"
"Meet Me In Margaritaville: The Ultimate Collection","4248","Desperation Samba (Halloween In Tijuana)","45727","0","D:\Music\Music\Jimmy Buffett\Meet Me In Margaritaville_ The Ultimate\2-09 Desperation Samba (Halloween In.m4a","1600","Jimmy Buffett"
"Meet Me In Margaritaville: The Ultimate Collection","4249","Saxophones","45728","0","D:\Music\Music\Jimmy Buffett\Meet Me In Margaritaville_ The Ultimate\2-11 Saxophones.m4a","1600","Jimmy Buffett"
"Meet Me In Margaritaville: The Ultimate Collection","4250","He Went To Paris","45729","0","D:\Music\Music\Jimmy Buffett\Meet Me In Margaritaville_ The Ultimate\2-13 He Went To Paris.m4a","1600","Jimmy Buffett"
"Meet Me In Margaritaville: The Ultimate Collection","4251","Sail On Sailor","45730","0","D:\Music\Music\Jimmy Buffett\Meet Me In Margaritaville_ The Ultimate\2-17 Sail On Sailor.m4a","1600","Jimmy Buffett"
"Meet Me In Margaritaville: The Ultimate Collection","4252","The Captain And The Kid","45731","0","D:\Music\Music\Jimmy Buffett\Meet Me In Margaritaville_ The Ultimate\2-18 The Captain And The Kid.m4a","1600","Jimmy Buffett"
"Riddles in the Sand","4253","Who's The Blonde Stranger","45732","0","D:\Music\Music\Jimmy Buffett\Riddles in the Sand\01 Who's The Blonde Stranger.m4a","1600","Jimmy Buffett"
